id,nombre,categoria,n_comparten,marcas_en_grupo,imagen
2233,Tub Cuad Neg 100 x 2.0 MM,Perfiles y Planchas,13,,https://http2.mlstatic.com/D_Q_NP_2X_966632-MLC69537510626_052023-E.webp
2234,Tub Cuad Neg 100 x 3.0 MM,Perfiles y Planchas,13,,https://http2.mlstatic.com/D_Q_NP_2X_966632-MLC69537510626_052023-E.webp
2235,"Tub Cuad Neg 100 x 5,0 MM",Perfiles y Planchas,13,,https://http2.mlstatic.com/D_Q_NP_2X_966632-MLC69537510626_052023-E.webp
1526,Tub Rect Neg 20 x 10 X1.5 MM,Perfiles y Planchas,13,,https://http2.mlstatic.com/D_NP_2X_910850-MLC53282565834_012023-E.webp
1527,Tub Rect Neg 25 x 15 X1.5 MM,Perfiles y Planchas,13,,https://http2.mlstatic.com/D_NP_2X_910850-MLC53282565834_012023-E.webp
1546,Tub Rect Neg 100 x 50 X2.0 MM,Perfiles y Planchas,13,,https://http2.mlstatic.com/D_NP_2X_910850-MLC53282565834_012023-E.webp
1547,Tub Rect Neg 100 x 50 X3.0 MM,Perfiles y Planchas,13,,https://http2.mlstatic.com/D_NP_2X_910850-MLC53282565834_012023-E.webp
1548,Tub Rect Neg 150 x 50 X2.0 MM,Perfiles y Planchas,13,,https://http2.mlstatic.com/D_NP_2X_910850-MLC53282565834_012023-E.webp
1549,Tub Rect Neg 150 x 50 X3.0 MM,Perfiles y Planchas,13,,https://http2.mlstatic.com/D_NP_2X_910850-MLC53282565834_012023-E.webp
1550,"Tub Rect Neg 150x100x4,0mm",Perfiles y Planchas,13,,https://http2.mlstatic.com/D_NP_2X_910850-MLC53282565834_012023-E.webp
2236,Tub Rect Neg 20 x 10 X1.5 MM,Perfiles y Planchas,13,,https://http2.mlstatic.com/D_NP_2X_910850-MLC53282565834_012023-E.webp
2256,Tub Rect Neg 100 x 50 X2.0 MM,Perfiles y Planchas,13,,https://http2.mlstatic.com/D_NP_2X_910850-MLC53282565834_012023-E.webp
2257,Tub Rect Neg 100 x 50 X3.0 MM,Perfiles y Planchas,13,,https://http2.mlstatic.com/D_NP_2X_910850-MLC53282565834_012023-E.webp
2258,Tub Rect Neg 150 x 50 X2.0 MM,Perfiles y Planchas,13,,https://http2.mlstatic.com/D_NP_2X_910850-MLC53282565834_012023-E.webp
2259,Tub Rect Neg 150 x 50 X3.0 MM,Perfiles y Planchas,13,,https://http2.mlstatic.com/D_NP_2X_910850-MLC53282565834_012023-E.webp
2260,"Tub Rect Neg 150x100x4,0mm",Perfiles y Planchas,13,,https://http2.mlstatic.com/D_NP_2X_910850-MLC53282565834_012023-E.webp
1203,Remache 4.0x14,Fijaciones,12,,https://http2.mlstatic.com/D_Q_NP_2X_615343-MLA95596910263_102025-E.webp
1204,Remache 4.0x15,Fijaciones,12,,https://http2.mlstatic.com/D_Q_NP_2X_615343-MLA95596910263_102025-E.webp
1205,Remache 4.0x19,Fijaciones,12,,https://http2.mlstatic.com/D_Q_NP_2X_615343-MLA95596910263_102025-E.webp
1206,Remache 4.0x22mm,Fijaciones,12,,https://http2.mlstatic.com/D_Q_NP_2X_615343-MLA95596910263_102025-E.webp
1207,Remache 4.8x20mm,Fijaciones,12,,https://http2.mlstatic.com/D_Q_NP_2X_615343-MLA95596910263_102025-E.webp
1208,Remache 4.8x25,Fijaciones,12,,https://http2.mlstatic.com/D_Q_NP_2X_615343-MLA95596910263_102025-E.webp
1209,Remache 4x8,Fijaciones,12,,https://http2.mlstatic.com/D_Q_NP_2X_615343-MLA95596910263_102025-E.webp
1904,Remache 4.0x14,Fijaciones,12,,https://http2.mlstatic.com/D_Q_NP_2X_615343-MLA95596910263_102025-E.webp
1905,Remache 4.0x15,Fijaciones,12,,https://http2.mlstatic.com/D_Q_NP_2X_615343-MLA95596910263_102025-E.webp
1907,Remache 4.0x22mm,Fijaciones,12,,https://http2.mlstatic.com/D_Q_NP_2X_615343-MLA95596910263_102025-E.webp
1908,Remache 4.8x20mm,Fijaciones,12,,https://http2.mlstatic.com/D_Q_NP_2X_615343-MLA95596910263_102025-E.webp
1909,Remache 4.8x25,Fijaciones,12,,https://http2.mlstatic.com/D_Q_NP_2X_615343-MLA95596910263_102025-E.webp
1486,Torn VOLCANITA Zincado 6x1 1/4 100un,Fijaciones,12,volcan,https://http2.mlstatic.com/D_Q_NP_2X_665539-MLA99870245617_112025-E.webp
1487,"Torn VOLCANITA Zincado 6x1"" 100un",Fijaciones,12,volcan,https://http2.mlstatic.com/D_Q_NP_2X_665539-MLA99870245617_112025-E.webp
1488,"Torn VOLCANITA Zincado 6x1.5/8"" 100un",Fijaciones,12,volcan,https://http2.mlstatic.com/D_Q_NP_2X_665539-MLA99870245617_112025-E.webp
1489,"Torn VOLCANITA Zincado 6x2"" 100un",Fijaciones,12,volcan,https://http2.mlstatic.com/D_Q_NP_2X_665539-MLA99870245617_112025-E.webp
1490,"Torn VOLCANITA Zincado 6x3/4"" 100un",Fijaciones,12,volcan,https://http2.mlstatic.com/D_Q_NP_2X_665539-MLA99870245617_112025-E.webp
1497,Tornillo VOLCANITA 8x4,Fijaciones,12,volcan,https://http2.mlstatic.com/D_Q_NP_2X_665539-MLA99870245617_112025-E.webp
2196,Torn VOLCANITA Zincado 6x1 1/4 100un,Fijaciones,12,volcan,https://http2.mlstatic.com/D_Q_NP_2X_665539-MLA99870245617_112025-E.webp
2197,"Torn VOLCANITA Zincado 6x1"" 100un",Fijaciones,12,volcan,https://http2.mlstatic.com/D_Q_NP_2X_665539-MLA99870245617_112025-E.webp
2198,"Torn VOLCANITA Zincado 6x1.5/8"" 100un",Fijaciones,12,volcan,https://http2.mlstatic.com/D_Q_NP_2X_665539-MLA99870245617_112025-E.webp
2199,"Torn VOLCANITA Zincado 6x2"" 100un",Fijaciones,12,volcan,https://http2.mlstatic.com/D_Q_NP_2X_665539-MLA99870245617_112025-E.webp
2200,"Torn VOLCANITA Zincado 6x3/4"" 100un",Fijaciones,12,volcan,https://http2.mlstatic.com/D_Q_NP_2X_665539-MLA99870245617_112025-E.webp
2207,Tornillo VOLCANITA 8x4,Fijaciones,12,volcan,https://http2.mlstatic.com/D_Q_NP_2X_665539-MLA99870245617_112025-E.webp
92,Amarra Cable 10cm Negro,Fijaciones,11,,https://http2.mlstatic.com/D_Q_NP_2X_783000-MLA103363159482_012026-E.webp
93,Amarra Cable 15cm Negro,Fijaciones,11,,https://http2.mlstatic.com/D_Q_NP_2X_783000-MLA103363159482_012026-E.webp
94,Amarra Cable 20cm Negro,Fijaciones,11,,https://http2.mlstatic.com/D_Q_NP_2X_783000-MLA103363159482_012026-E.webp
95,Amarra Cable 25cm Negro,Fijaciones,11,,https://http2.mlstatic.com/D_Q_NP_2X_783000-MLA103363159482_012026-E.webp
96,Amarra Cable/10cm Bolsa 100un Mec,Fijaciones,11,,https://http2.mlstatic.com/D_Q_NP_2X_783000-MLA103363159482_012026-E.webp
97,Amarra Plastica 4.8 x 300,Fijaciones,11,,https://http2.mlstatic.com/D_Q_NP_2X_783000-MLA103363159482_012026-E.webp
98,Amarra Plastica 4.8x350,Fijaciones,11,,https://http2.mlstatic.com/D_Q_NP_2X_783000-MLA103363159482_012026-E.webp
99,Amarra Plastica 4.8x400,Fijaciones,11,,https://http2.mlstatic.com/D_Q_NP_2X_783000-MLA103363159482_012026-E.webp
100,Amarra Plastica 7.2x500b,Fijaciones,11,,https://http2.mlstatic.com/D_Q_NP_2X_783000-MLA103363159482_012026-E.webp
1656,Amarra Cable 20cm Negro,Fijaciones,11,,https://http2.mlstatic.com/D_Q_NP_2X_783000-MLA103363159482_012026-E.webp
1658,Amarra Plastica 4.8x400,Fijaciones,11,,https://http2.mlstatic.com/D_Q_NP_2X_783000-MLA103363159482_012026-E.webp
122,Angulo Laminado 20x20 en 3mm x 6mts,Fierros Construccion,11,,https://http2.mlstatic.com/D_Q_NP_2X_822664-MLC75698277454_042024-E.webp
123,Angulo Laminado 25x25 en 3mm x 6mts,Fierros Construccion,11,,https://http2.mlstatic.com/D_Q_NP_2X_822664-MLC75698277454_042024-E.webp
124,Angulo Laminado 30x30 en 3mm x 6mts,Fierros Construccion,11,,https://http2.mlstatic.com/D_Q_NP_2X_822664-MLC75698277454_042024-E.webp
125,Angulo Laminado 30x30 en 5mm x 6mts,Fierros Construccion,11,,https://http2.mlstatic.com/D_Q_NP_2X_822664-MLC75698277454_042024-E.webp
126,Angulo Laminado 40x40 en 3mm x 6mts,Fierros Construccion,11,,https://http2.mlstatic.com/D_Q_NP_2X_822664-MLC75698277454_042024-E.webp
127,Angulo Laminado 40x40 en 5mm x 6mts,Fierros Construccion,11,,https://http2.mlstatic.com/D_Q_NP_2X_822664-MLC75698277454_042024-E.webp
128,Angulo Laminado 50x50 en 3mm x 6mts,Fierros Construccion,11,,https://http2.mlstatic.com/D_Q_NP_2X_822664-MLC75698277454_042024-E.webp
129,Angulo Laminado 50x50x5mm x 6mts,Fierros Construccion,11,,https://http2.mlstatic.com/D_Q_NP_2X_822664-MLC75698277454_042024-E.webp
130,Angulo Laminado 65x65x5mm x 6 Mts,Fierros Construccion,11,,https://http2.mlstatic.com/D_Q_NP_2X_822664-MLC75698277454_042024-E.webp
131,Angulo Laminado 65x65x6mm x 6mts,Fierros Construccion,11,,https://http2.mlstatic.com/D_Q_NP_2X_822664-MLC75698277454_042024-E.webp
1665,Angulo Laminado 40x40 en 3mm x 6mts,Fierros Construccion,11,,https://http2.mlstatic.com/D_Q_NP_2X_822664-MLC75698277454_042024-E.webp
46,Abrazadera Tipo Varilla en U Zincado M10x4in,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_663569-MLM90870118133_082025-E-2-piezas-de-pernos-en-u-para-montaje-en-tuberia-soporte-de.webp
47,Abrazadera Tipo Varilla en U Zincado M6x1in,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_663569-MLM90870118133_082025-E-2-piezas-de-pernos-en-u-para-montaje-en-tuberia-soporte-de.webp
48,"Abrazadera Tipo Varilla en U Zincado M8x1,1/2in",Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_663569-MLM90870118133_082025-E-2-piezas-de-pernos-en-u-para-montaje-en-tuberia-soporte-de.webp
49,Abrazadera Tipo Varilla en U Zincado M8x2in,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_663569-MLM90870118133_082025-E-2-piezas-de-pernos-en-u-para-montaje-en-tuberia-soporte-de.webp
50,Abrazadera Tipo Varilla en U Zincado M8x3in,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_663569-MLM90870118133_082025-E-2-piezas-de-pernos-en-u-para-montaje-en-tuberia-soporte-de.webp
51,Abrazadera Tipo Varilla en U Zincado M6x1/2in,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_663569-MLM90870118133_082025-E-2-piezas-de-pernos-en-u-para-montaje-en-tuberia-soporte-de.webp
52,Abrazadera Tipo Varilla en U Zincado M6x3/4in,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_663569-MLM90870118133_082025-E-2-piezas-de-pernos-en-u-para-montaje-en-tuberia-soporte-de.webp
1642,"Abrazadera Tipo Varilla en U Zincado M8x1,1/2in",Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_663569-MLM90870118133_082025-E-2-piezas-de-pernos-en-u-para-montaje-en-tuberia-soporte-de.webp
1643,Abrazadera Tipo Varilla en U Zincado M6x3/4in,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_663569-MLM90870118133_082025-E-2-piezas-de-pernos-en-u-para-montaje-en-tuberia-soporte-de.webp
206,Broca 3 Puntas para Madera W Max 11.0mm,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_980410-MLA96731413307_102025-E.webp
207,Broca 3 Puntas para Madera W Max 12.0mm,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_980410-MLA96731413307_102025-E.webp
208,Broca 3 Puntas para Madera W Max 3.0mm,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_980410-MLA96731413307_102025-E.webp
209,Broca 3 Puntas para Madera W Max 6.0mm,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_980410-MLA96731413307_102025-E.webp
210,Broca 3 Puntas para Madera W Max 7.0mm,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_980410-MLA96731413307_102025-E.webp
211,Broca 3 Puntas para Madera W Max 9.0mm,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_980410-MLA96731413307_102025-E.webp
212,Broca 3 Puntas para Madera W Max4.0mm,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_980410-MLA96731413307_102025-E.webp
1691,Broca 3 Puntas para Madera W Max 12.0mm,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_980410-MLA96731413307_102025-E.webp
1692,Broca 3 Puntas para Madera W Max 3.0mm,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_980410-MLA96731413307_102025-E.webp
266,"Brocha 1 1/2"" Condecora y Cobra",Pinturas,9,cobra,https://http2.mlstatic.com/D_Q_NP_2X_628505-MLA99991762449_112025-E.webp
267,"Brocha 1 1/2"" Estampa",Pinturas,9,cobra,https://http2.mlstatic.com/D_Q_NP_2X_628505-MLA99991762449_112025-E.webp
268,"Brocha 1"" Condecora y Cobra",Pinturas,9,cobra,https://http2.mlstatic.com/D_Q_NP_2X_628505-MLA99991762449_112025-E.webp
269,"Brocha 1"" Estampa",Pinturas,9,cobra,https://http2.mlstatic.com/D_Q_NP_2X_628505-MLA99991762449_112025-E.webp
270,"Brocha 1/2"" Condecora y Cobra",Pinturas,9,cobra,https://http2.mlstatic.com/D_Q_NP_2X_628505-MLA99991762449_112025-E.webp
271,"Brocha 1/2"" Estampa",Pinturas,9,cobra,https://http2.mlstatic.com/D_Q_NP_2X_628505-MLA99991762449_112025-E.webp
272,"Brocha 2 1/2"" Condecora y Cobra",Pinturas,9,cobra,https://http2.mlstatic.com/D_Q_NP_2X_628505-MLA99991762449_112025-E.webp
273,"Brocha 2 1/2"" Estampa",Pinturas,9,cobra,https://http2.mlstatic.com/D_Q_NP_2X_628505-MLA99991762449_112025-E.webp
1710,"Brocha 1 1/2"" Condecora y Cobra",Pinturas,9,cobra,https://http2.mlstatic.com/D_Q_NP_2X_628505-MLA99991762449_112025-E.webp
340,Cancamo Abierto #1,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_770896-MLC81053334891_112024-E.webp
341,Cancamo Abierto #5,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_770896-MLC81053334891_112024-E.webp
342,Cancamo Abierto N 0,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_770896-MLC81053334891_112024-E.webp
343,Cancamo Abierto N 1,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_770896-MLC81053334891_112024-E.webp
344,Cancamo Abierto N 3,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_770896-MLC81053334891_112024-E.webp
345,Cancamo Abierto N 5,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_770896-MLC81053334891_112024-E.webp
346,Cancamo Abierto N 7,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_770896-MLC81053334891_112024-E.webp
347,Cancamo Abierto N 9,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_770896-MLC81053334891_112024-E.webp
1734,Cancamo Abierto N 3,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_770896-MLC81053334891_112024-E.webp
447,"Clavo a Polvora 1"" (Sds) Molina",Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_662576-MLA95239328419_102025-E.webp
448,"Clavo a Polvora 1.5"" (Sds) Molina",Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_662576-MLA95239328419_102025-E.webp
449,"Clavo a Polvora 2"" (Sds) Molina",Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_662576-MLA95239328419_102025-E.webp
450,"Clavo a Polvora 2.5"" (Sds) Molina",Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_662576-MLA95239328419_102025-E.webp
451,"Clavo a Polvora 3"" (Sds) Molina",Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_662576-MLA95239328419_102025-E.webp
452,Clavo SDS 1,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_662576-MLA95239328419_102025-E.webp
1769,"Clavo a Polvora 1"" (Sds) Molina",Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_662576-MLA95239328419_102025-E.webp
1770,"Clavo a Polvora 1.5"" (Sds) Molina",Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_662576-MLA95239328419_102025-E.webp
1771,Clavo SDS 1.5,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_662576-MLA95239328419_102025-E.webp
513,Costanera Negro 80x 40x 15x 2.0 MM,Perfiles y Planchas,9,,https://http2.mlstatic.com/D_Q_NP_2X_648618-MLC70296868014_072023-E.webp
514,Costanera Negro 80x 40x 15x 3.0 MM,Perfiles y Planchas,9,,https://http2.mlstatic.com/D_Q_NP_2X_648618-MLC70296868014_072023-E.webp
515,Costanera Negro 100x 50x 15x 2.0 MM,Perfiles y Planchas,9,,https://http2.mlstatic.com/D_Q_NP_2X_648618-MLC70296868014_072023-E.webp
516,Costanera Negro 100x 50x 15x 3.0 MM,Perfiles y Planchas,9,,https://http2.mlstatic.com/D_Q_NP_2X_648618-MLC70296868014_072023-E.webp
517,Costanera Negro 125x 50x 15x 2.0 MM,Perfiles y Planchas,9,,https://http2.mlstatic.com/D_Q_NP_2X_648618-MLC70296868014_072023-E.webp
518,Costanera Negro 125x 50x 15x 3.0 MM,Perfiles y Planchas,9,,https://http2.mlstatic.com/D_Q_NP_2X_648618-MLC70296868014_072023-E.webp
519,Costanera Negro 150x 50x 15x 2.0 MM,Perfiles y Planchas,9,,https://http2.mlstatic.com/D_Q_NP_2X_648618-MLC70296868014_072023-E.webp
520,Costanera Negro 150x 50x 15x 3.0 MM,Perfiles y Planchas,9,,https://http2.mlstatic.com/D_Q_NP_2X_648618-MLC70296868014_072023-E.webp
1790,Costanera Negro 80x 40x 15x 3.0 MM,Perfiles y Planchas,9,,https://http2.mlstatic.com/D_Q_NP_2X_648618-MLC70296868014_072023-E.webp
610,Escobilla Acero con M 70x180 6 Hilo,Jardin,9,,https://http2.mlstatic.com/D_Q_NP_2X_718752-MLA99492505536_112025-E.webp
611,Escobilla Bronce con Mango Plastico Uyu,Jardin,9,,https://http2.mlstatic.com/D_Q_NP_2X_718752-MLA99492505536_112025-E.webp
612,Escobilla Acero 6 Fila Rectangular 6x19,Jardin,9,,https://http2.mlstatic.com/D_Q_NP_2X_718752-MLA99492505536_112025-E.webp
613,"Escobilla Chimenea 4"" UYUS",Jardin,9,,https://http2.mlstatic.com/D_Q_NP_2X_718752-MLA99492505536_112025-E.webp
614,"Escobilla Chimenea 4.5"" UYUS",Jardin,9,,https://http2.mlstatic.com/D_Q_NP_2X_718752-MLA99492505536_112025-E.webp
615,"Escobilla Chimenea 5"" UYUS",Jardin,9,,https://http2.mlstatic.com/D_Q_NP_2X_718752-MLA99492505536_112025-E.webp
616,"Escobilla para Chimenea 5""",Jardin,9,,https://http2.mlstatic.com/D_Q_NP_2X_718752-MLA99492505536_112025-E.webp
1796,Escobilla Chimenea 4 UYUS,Jardin,9,,https://http2.mlstatic.com/D_Q_NP_2X_718752-MLA99492505536_112025-E.webp
1797,Escobilla Chimenea 4.5 UYUS,Jardin,9,,https://http2.mlstatic.com/D_Q_NP_2X_718752-MLA99492505536_112025-E.webp
851,Lija Madera Grano 100 A-257,Pinturas,9,,https://http2.mlstatic.com/D_Q_NP_2X_623470-MLA99606446504_122025-E.webp
852,Lija Madera Grano 120 A-257,Pinturas,9,,https://http2.mlstatic.com/D_Q_NP_2X_623470-MLA99606446504_122025-E.webp
853,Lija Madera Grano 150,Pinturas,9,,https://http2.mlstatic.com/D_Q_NP_2X_623470-MLA99606446504_122025-E.webp
854,Lija Madera Grano 180,Pinturas,9,,https://http2.mlstatic.com/D_Q_NP_2X_623470-MLA99606446504_122025-E.webp
855,Lija Madera Grano 220,Pinturas,9,,https://http2.mlstatic.com/D_Q_NP_2X_623470-MLA99606446504_122025-E.webp
856,Lija Madera Grano 40,Pinturas,9,,https://http2.mlstatic.com/D_Q_NP_2X_623470-MLA99606446504_122025-E.webp
857,Lija Madera Grano 60,Pinturas,9,,https://http2.mlstatic.com/D_Q_NP_2X_623470-MLA99606446504_122025-E.webp
858,Lija Madera Grano 80 A-257,Pinturas,9,,https://http2.mlstatic.com/D_Q_NP_2X_623470-MLA99606446504_122025-E.webp
859,Lija Madera Grano 50,Pinturas,9,,https://http2.mlstatic.com/D_Q_NP_2X_623470-MLA99606446504_122025-E.webp
1043,Perno Ancl 5 1/6 x 4,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_996283-MLA95679328732_102025-E.webp
1044,Perno Ancl 5 1/6x41/4,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_996283-MLA95679328732_102025-E.webp
1045,Perno Anclaje 3/8x3,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_996283-MLA95679328732_102025-E.webp
1046,Perno Anclaje 3/8x3 1/2,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_996283-MLA95679328732_102025-E.webp
1047,Perno Anclaje 3/8x3 3/4,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_996283-MLA95679328732_102025-E.webp
1048,Perno Anclaje 3/8x4,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_996283-MLA95679328732_102025-E.webp
1049,Perno Anclaje 3/8x41/4,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_996283-MLA95679328732_102025-E.webp
1050,Perno Anclaje 5/16x 2.3/4,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_996283-MLA95679328732_102025-E.webp
1051,Perno Anclaje 5/16x2,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_996283-MLA95679328732_102025-E.webp
1058,Perno Coche 1/4x2,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_629937-MLA96136067265_102025-E.webp
1059,Perno Coche 1/4x2. 1/2,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_629937-MLA96136067265_102025-E.webp
1060,Perno Coche 1/4x3,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_629937-MLA96136067265_102025-E.webp
1061,Perno Coche 5/16 x 1 1/4,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_629937-MLA96136067265_102025-E.webp
1062,Perno Coche 5/16 x 3,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_629937-MLA96136067265_102025-E.webp
1063,Perno Coche 5/16x1 1/2,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_629937-MLA96136067265_102025-E.webp
1064,Perno Coche 5/16x2,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_629937-MLA96136067265_102025-E.webp
1065,Perno Coche 5/16x2 1/2,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_629937-MLA96136067265_102025-E.webp
1066,Perno Coche Negro 5/16x3,Fijaciones,9,,https://http2.mlstatic.com/D_Q_NP_2X_629937-MLA96136067265_102025-E.webp
1480,"Torn VOLCANITA Pb 6x1.1/4"" 100un",Fijaciones,9,volcan,https://http2.mlstatic.com/D_Q_NP_2X_924954-MLA93504653159_092025-E.webp
1481,"Torn VOLCANITA Pb 6x1.5/8"" 100un",Fijaciones,9,volcan,https://http2.mlstatic.com/D_Q_NP_2X_924954-MLA93504653159_092025-E.webp
1482,"Torn VOLCANITA Pb 6x2"" 100un",Fijaciones,9,volcan,https://http2.mlstatic.com/D_Q_NP_2X_924954-MLA93504653159_092025-E.webp
1483,"Torn VOLCANITA Pb 6x2"" 100un",Fijaciones,9,volcan,https://http2.mlstatic.com/D_Q_NP_2X_924954-MLA93504653159_092025-E.webp
2190,"Torn VOLCANITA Pb 6x1.1/4"" 100un",Fijaciones,9,volcan,https://http2.mlstatic.com/D_Q_NP_2X_924954-MLA93504653159_092025-E.webp
2191,"Torn VOLCANITA Pb 6x1.5/8"" 100un",Fijaciones,9,volcan,https://http2.mlstatic.com/D_Q_NP_2X_924954-MLA93504653159_092025-E.webp
2192,"Torn VOLCANITA Pb 6x2"" 100un",Fijaciones,9,volcan,https://http2.mlstatic.com/D_Q_NP_2X_924954-MLA93504653159_092025-E.webp
2193,"Torn VOLCANITA Pb 6x2"" 100un",Fijaciones,9,volcan,https://http2.mlstatic.com/D_Q_NP_2X_924954-MLA93504653159_092025-E.webp
2194,Torn VOLCANITA Pb Zincado 6 x 3 x 100un,Fijaciones,9,volcan,https://http2.mlstatic.com/D_Q_NP_2X_924954-MLA93504653159_092025-E.webp
319,Canal Negro 40 x 20 x 2.0 MM,Perfiles y Planchas,8,,https://http2.mlstatic.com/D_Q_NP_2X_736722-MLC80053839750_102024-E.webp
320,Canal Negro 50 x 25 x 2.0 MM,Perfiles y Planchas,8,,https://http2.mlstatic.com/D_Q_NP_2X_736722-MLC80053839750_102024-E.webp
321,Canal Negro 50 x 25 x 3.0 MM,Perfiles y Planchas,8,,https://http2.mlstatic.com/D_Q_NP_2X_736722-MLC80053839750_102024-E.webp
322,Canal Negro 80 x 40 x 2.0 MM,Perfiles y Planchas,8,,https://http2.mlstatic.com/D_Q_NP_2X_736722-MLC80053839750_102024-E.webp
323,Canal Negro 80 x 40 x 3.0 MM,Perfiles y Planchas,8,,https://http2.mlstatic.com/D_Q_NP_2X_736722-MLC80053839750_102024-E.webp
336,Canal Negro 200 x 50 x 4.0 MM,Perfiles y Planchas,8,,https://http2.mlstatic.com/D_Q_NP_2X_736722-MLC80053839750_102024-E.webp
337,Canal Negro 200 x 50 x 5.0 MM,Perfiles y Planchas,8,,https://http2.mlstatic.com/D_Q_NP_2X_736722-MLC80053839750_102024-E.webp
1733,Canal Negro 200 x 50 x 5.0 MM,Perfiles y Planchas,8,,https://http2.mlstatic.com/D_Q_NP_2X_736722-MLC80053839750_102024-E.webp
348,Cancamo Cerrado N 0,Fijaciones,8,,https://http2.mlstatic.com/D_Q_NP_2X_858692-MLC81068050955_112024-E.webp
349,Cancamo Cerrado N 0.0,Fijaciones,8,,https://http2.mlstatic.com/D_Q_NP_2X_858692-MLC81068050955_112024-E.webp
350,Cancamo Cerrado N 1,Fijaciones,8,,https://http2.mlstatic.com/D_Q_NP_2X_858692-MLC81068050955_112024-E.webp
351,Cancamo Cerrado N 3,Fijaciones,8,,https://http2.mlstatic.com/D_Q_NP_2X_858692-MLC81068050955_112024-E.webp
352,Cancamo Cerrado N 5,Fijaciones,8,,https://http2.mlstatic.com/D_Q_NP_2X_858692-MLC81068050955_112024-E.webp
353,Cancamo Cerrado N 7,Fijaciones,8,,https://http2.mlstatic.com/D_Q_NP_2X_858692-MLC81068050955_112024-E.webp
354,Cancamo Cerrado N 9,Fijaciones,8,,https://http2.mlstatic.com/D_Q_NP_2X_858692-MLC81068050955_112024-E.webp
1736,Cancamo Cerrado N 3,Fijaciones,8,,https://http2.mlstatic.com/D_Q_NP_2X_858692-MLC81068050955_112024-E.webp
1248,Rueda Porton con B 4 por Und,Quincalleria,8,,https://http2.mlstatic.com/D_Q_NP_2X_654043-MLC84788244316_052025-O.webp
