1077	Picaporte UYUS 1 1/2
1076	Picaporte UYUS 2"
1078	Picarporte Candado 5"
1159	Portacandado 2 1/2"
1160	Portacandado Lioi 1 1/2
1161	Portacandado UYUS 1
1162	Portacandado Uyustul 2 Pulgadas
